grams,width_cm,frequency,location,price,flexibility,moisture,horizontal_position,shape,distance,target
525,156,499,Belgium,1048,68.71,63.39,20.16,oblong,43.49,widget1
565,170,652,Italy,1443,40.95,39.89,-31.08,cylinder,38.25,widget3
498,188,485,Belgium,485,35.51,35.11,61.05,cylinder,25.5,widget8
482,151,714,Belgium,1004,57.11,86.74,80.03,cylinder,51.86,widget6
422,143,455,Germany,673,28.65,54.61,75.76,cuboid,27.34,widget8
460,70,554,Belgium,803,67,74.64,85.33,cuboid,45.52,widget6
621,108,618,China,1057,38.62,64.1,38.28,oblong,29.11,widget4
226,167,464,Italy,903,40.47,78.85,-115.87,cylinder,20.37,widget5
436,76,541,Germany,668,79.32,79.39,45.16,cuboid,48.03,widget6
665,149,449,Italy,776,58.22,77,-34.51,cuboid,35.29,widget1
511,153,451,China,697,24.06,84.1,27.76,oblong,25.35,widget7
486,86,630,Italy,702,75.02,63.46,98.34,cuboid,47.13,widget6
550,156,292,Italy,580,43.25,80.33,-43.79,cuboid,31.44,widget7
404,191,406,Japan,901,39.26,30.39,113.97,cuboid,37.73,widget8
167,182,585,Belgium,1258,51.21,80.43,-30.56,cuboid,29.71,widget5
392,149,580,Italy,476,16.55,21.92,88.16,cylinder,26.03,widget8
379,220,421,China,582,64.02,33.96,127.33,oblong,35.6,widget2
388,179,605,Belgium,881,60.03,79.43,-69.63,cuboid,35.57,widget5
515,161,587,,1328,47.18,68.39,-53.75,other,37.15,widget3
479,180,643,Italy,1054,57.27,57.35,19.22,cylinder,61.49,widget3
633,149,635,Japan,1111,46.16,56.76,51.89,oblong,31.25,widget4
550,164,460,Belgium,952,15.96,53.85,30.31,cylinder,24.36,widget8
482,137,596,Germany,1345,56.03,32.88,-67.81,cylinder,36.86,widget3
405,238,479,China,771,91.17,46.31,65.53,oblong,25.59,widget2
584,123,685,Japan,1001,37.05,31.49,28.29,spherical,29.7,widget4
455,78,536,France,860,79.79,79.53,27.12,oblong,38.75,widget6
474,197,291,China,692,33.56,56.08,-70.16,oblong,25.51,widget7
720,177,585,India,811,31.37,64.72,3.52,cuboid,30.06,widget4
604,96,523,,446,58.99,65.1,1.11,cuboid,45.28,widget6
282,177,435,Belgium,636,74.29,42.64,51,cuboid,29.97,widget2
674,194,721,Japan,677,9.82,49.77,40.62,oblong,24.29,widget4
475,175,439,Belgium,859,29.47,34.45,78.57,cylinder,19.07,widget8
588,122,463,France,402,89.95,43.77,91.37,cuboid,46.16,widget6
515,152,417,Belgium,709,51,38.07,22.16,oblong,40.74,widget1
556,137,672,China,461,35.96,31.48,29.49,oblong,36.52,widget4
554,159,592,United States,1647,59.23,41.99,61.65,cylinder,44.52,widget3
588,131,414,Japan,663,64.75,51.88,24.5,spherical,33.48,widget1
654,145,722,India,1141,34.02,28.54,108.15,oblong,30.76,widget4
348,134,614,,1272,50.98,53.62,-29.43,cylinder,25.96,widget5
524,206,448,Japan,422,39.13,80.68,-49.22,oblong,23.92,widget7
530,134,581,Japan,1196,34.52,38.68,88.15,oblong,41.35,widget4
503,120,673,France,1464,70.94,61.23,-68.08,other,38.52,widget3
533,194,443,Belgium,850,23.24,68.28,-68.23,spherical,21.5,widget7
441,153,518,,723,36.02,42.46,102.86,cuboid,37.01,widget8
450,176,450,Belgium,456,17.25,40.18,29.52,cylinder,21.08,widget8
489,137,677,Italy,1020,45.25,39.82,76.64,cuboid,29.63,widget4
576,171,603,China,728,19.68,31.4,4.94,oblong,26.76,widget4
516,72,602,Belgium,899,76.92,84.92,56.1,oblong,38.45,widget6
498,164,692,Germany,1585,64.47,46.89,1.17,cylinder,52.29,widget3
526,98,604,Japan,916,88.45,70.78,89.88,cuboid,44.23,widget6
673,177,615,Japan,1543,33.74,26.64,-71.66,oblong,33.11,widget4
537,134,529,Germany,955,70.67,49.77,109.97,cuboid,63.42,widget6
436,104,668,France,284,81.85,56.96,94.3,oblong,51.02,widget6
495,208,378,China,635,26.05,35.68,116.92,cylinder,29.86,widget8
614,186,404,China,492,54.24,74.92,-100.63,oblong,19.83,widget7
263,164,458,China,801,46.29,66.67,-74.58,cylinder,12.54,widget5
425,186,455,China,981,45.84,72.45,-99.47,oblong,34.48,widget7
576,131,649,France,1649,51.8,62.54,-87.06,other,47.59,widget3
227,146,518,Belgium,1216,53.09,57,-86.7,cuboid,22.57,widget5
388,177,497,Belgium,898,75.93,54.46,52.87,oblong,24,widget2
538,162,474,Belgium,1076,42.13,41.7,36.65,cuboid,11.88,widget8
472,191,282,Japan,658,76.77,41.61,83.24,oblong,34.28,widget2
481,225,481,,605,25.69,32.62,-39.08,oblong,27.55,widget7
496,127,549,Italy,284,71.9,74.17,52.53,cuboid,56.08,widget6
524,125,795,Italy,1047,56.65,58.51,-56.82,cylinder,45.51,widget3
437,109,635,Germany,825,47.87,27.62,-79.72,other,43.4,widget3
404,198,338,China,403,94.53,60.01,109.69,oblong,34.86,widget2
235,167,535,Italy,1019,58.18,75.28,-49.34,cuboid,26.8,widget5
213,208,511,China,565,38.09,51.16,-83.83,cylinder,27.45,widget5
592,124,600,China,1107,34.68,56.06,-51.1,oblong,40.55,widget4
562,162,441,Japan,735,51.54,44.08,60.03,oblong,38.27,widget1
452,202,447,South Korea,967,66.01,52.98,61.01,oblong,25.87,widget2
593,145,574,France,1479,63.56,52.84,-72.09,cylinder,41.31,widget3
518,103,450,Italy,904,52.02,51.3,60.08,oblong,36.01,widget1
560,129,461,Italy,1014,58.83,50.43,30.64,oblong,42.66,widget1
667,191,712,Japan,844,44.18,34.51,58.9,cuboid,29.63,widget4
497,146,587,France,1385,56.41,51.68,-46.82,cylinder,40.57,widget3
290,155,457,China,963,51.33,62.86,-19.45,cylinder,34.89,widget5
386,186,549,South Korea,568,78.54,43.08,60.62,oblong,19.71,widget2
474,146,329,Germany,410,33.01,25.36,146.82,cylinder,38.8,widget8
626,175,563,India,1112,57.31,54.29,22.04,oblong,34.3,widget4
552,150,333,Japan,962,63.92,46.41,20.42,oblong,44.7,widget1
202,148,549,Germany,884,37,82.93,-88.55,cuboid,33.77,widget5
610,117,380,,786,32.08,34.04,21.77,oblong,56.03,widget1
677,142,556,Belgium,1054,25.53,39.61,106,oblong,47.24,widget4
510,188,387,Japan,1119,40.58,78.81,-56.89,oblong,22.72,widget7
451,132,453,Germany,1061,82.8,44.47,63.78,cuboid,53.04,widget6
523,166,444,Italy,239,23.66,63.23,35.58,oblong,21.75,widget7
447,97,687,France,696,64.98,70.53,126.75,cylinder,51.3,widget6
477,175,509,Germany,1011,36.52,65.73,49.21,oblong,50,widget1
637,171,663,Belgium,1317,39.54,27.08,106.87,spherical,37.11,widget4
297,125,628,Italy,842,38.73,91.95,-63.6,cylinder,15.64,widget5
458,166,399,China,743,32.03,56.86,-81.22,oblong,26.72,widget7
415,108,528,Belgium,519,78.17,71.06,82.52,cuboid,51.8,widget6
374,152,634,France,1574,60.36,54.19,-17.1,other,42.53,widget3
480,115,528,France,715,68.67,44.24,105.09,cuboid,45.37,widget6
463,102,544,Belgium,769,80.87,46.82,52.02,cuboid,37.06,widget6
420,150,590,Italy,1337,58.68,42.14,-42.26,other,42.6,widget3
579,107,473,,526,40.4,42.24,72.95,oblong,50.86,widget1
469,115,555,Italy,879,31.84,24.25,16.5,cylinder,21.53,widget8
384,123,579,France,646,73.77,76.4,41.66,cuboid,34.53,widget6
536,195,394,Belgium,792,22.77,82.48,-37.39,cuboid,25.87,widget7
474,64,585,Belgium,333,73.61,87,-27.08,oblong,38.42,widget6
338,217,492,India,554,66.04,55.46,18.37,oblong,24.01,widget2
477,120,649,Germany,1372,73.42,40.64,-61.27,other,46.32,widget3
224,169,616,,1157,53.82,49.62,-7.96,cylinder,14.88,widget5
220,193,568,South Korea,1004,57.27,63.82,-105.89,cylinder,34.03,widget5
424,192,476,Belgium,182,37.23,26.84,-25.36,cylinder,27.64,widget8
551,115,599,Italy,1164,54.96,38.44,-28.56,spherical,39.12,widget1
462,114,672,Italy,1307,53.13,35.36,23.74,cylinder,59.91,widget3
359,105,462,France,795,70.64,67.95,25.61,cuboid,46.73,widget6
498,158,607,Belgium,1571,73.49,76.88,-12.61,other,45.44,widget3
392,172,409,China,831,49.65,59.57,-9.89,oblong,18.13,widget7
635,136,676,Japan,1126,41.17,45.79,54.17,oblong,41.25,widget4
507,187,460,Belgium,427,20.09,26.54,38.03,other,39.15,widget8
215,168,525,Italy,1039,53.9,72.31,-11.86,cylinder,16.91,widget5
425,116,672,Italy,1225,57.75,68.78,35.31,other,44.25,widget3
606,146,597,South Korea,1317,32.35,62.89,91.32,oblong,29.7,widget4
509,199,537,India,445,79.53,31.31,66.02,spherical,28.52,widget2
372,206,414,Italy,615,35.6,31.32,41.32,cylinder,25.54,widget8
403,133,557,United Kingdom,1161,92.14,65.91,37.94,cuboid,43.72,widget6
414,217,491,Japan,1038,87.18,40.61,8.46,spherical,33.73,widget2
301,175,593,Italy,801,43.69,74.19,-107.86,cylinder,31.86,widget5
476,121,623,Italy,405,71.16,67.23,65.13,cuboid,44.33,widget6
418,147,628,France,1667,72.01,66.38,3.95,cylinder,33.77,widget3
606,130,710,India,552,41.04,38.44,-28.69,oblong,27.88,widget4
632,108,509,Japan,1039,30.02,59.07,31.84,oblong,18.4,widget4
542,158,368,Germany,725,43.28,52.41,61.73,cylinder,30.75,widget8
419,187,410,Belgium,411,46.57,70.16,-57.75,oblong,20.28,widget7
356,123,738,Germany,1435,61.17,54.28,-66.82,cylinder,41.54,widget3
405,182,471,,1148,66.97,48.03,113.76,oblong,19,widget2
693,140,708,China,995,27.35,28.96,49.64,oblong,34.92,widget4
239,200,453,Japan,672,41.95,97.65,-66.12,cylinder,32.02,widget5
319,174,439,Germany,1075,45.02,63.83,-155.8,cylinder,33.8,widget5
516,157,513,Japan,973,28.57,48.35,42.58,cylinder,20.79,widget8
495,122,449,Italy,908,76,54.52,66.72,cylinder,32.14,widget6
490,155,729,France,1312,62.82,78.58,-65.16,cylinder,52.38,widget3
217,193,441,Germany,817,51.76,54.52,-72.69,cylinder,18.91,widget5
573,123,510,Italy,1500,62.09,22.49,-62.7,cylinder,36.61,widget3
255,179,579,Italy,1157,52.27,46.28,-86.24,cuboid,28.45,widget5
539,99,477,Germany,330,76.67,89.33,101.77,oblong,46.55,widget6
387,175,728,United States,1704,44.34,24.96,-9.3,cylinder,39.43,widget3
388,180,413,Belgium,417,32.88,50.08,-118.12,oblong,19.83,widget7
415,130,638,Japan,375,23.44,38.17,92.16,cylinder,29.53,widget8
269,150,515,,994,45.76,44.87,-64.8,cylinder,30.66,widget5
450,151,486,,552,38.92,51.55,-25.93,cylinder,30.9,widget8
656,112,612,China,621,39.64,81.59,84.02,oblong,19.47,widget4
495,178,404,Italy,946,36.21,55.15,-59.37,oblong,22.15,widget7
433,128,459,Germany,607,48.52,48.61,43.7,oblong,41.96,widget1
501,178,435,Japan,690,32.71,68.3,-103.57,oblong,23.07,widget7
418,176,498,Germany,1152,29.04,24.37,42.67,cylinder,12.45,widget8
420,112,574,,297,87.5,88.37,32.05,cuboid,47.3,widget6
415,195,346,South Korea,815,87.09,55.54,107.9,oblong,24.02,widget2
438,114,571,,804,77.36,54.27,114.29,cuboid,37.89,widget6
479,198,572,Italy,1617,77.28,60.56,-89.76,other,50.61,widget3
577,119,411,Italy,672,61.56,73.93,22.37,oblong,51.99,widget1
291,185,572,,624,83.12,70.95,97.26,oblong,36.26,widget2
492,134,439,China,527,48.38,67.68,58.19,spherical,48.39,widget1
608,155,698,Japan,1007,40,57.95,-3.3,cuboid,24.08,widget4
261,147,458,Italy,914,55.59,88.25,-56.42,other,16.27,widget5
512,105,572,Germany,748,57.63,68.28,70.57,spherical,50.55,widget1
385,153,509,Italy,338,67.2,54.03,126.93,oblong,40.57,widget6
563,173,466,Belgium,679,30.76,77.45,-88.58,cuboid,21.78,widget7
509,134,428,Italy,722,33.13,54.6,30.7,cylinder,26.12,widget8
421,186,540,Belgium,735,60.98,64.08,63.53,oblong,29.22,widget2
458,184,499,South Korea,893,45.5,64.17,31.7,cylinder,21.6,widget8
593,161,374,Italy,203,28.49,45.19,15.32,cylinder,21.93,widget8
572,117,694,,866,70.86,65.22,0.65,cuboid,51.49,widget6
461,175,448,China,496,33.58,57.64,5.33,cuboid,16.71,widget7
420,185,538,Germany,491,36.98,78.11,-70.77,cuboid,22.39,widget7
549,151,407,Germany,321,58.56,38.25,59.69,spherical,57.08,widget1
499,161,477,South Korea,783,27.81,34.97,78.78,cuboid,12.94,widget8
301,161,388,China,708,84.25,67.31,84.68,cuboid,19.51,widget2
512,67,550,Italy,455,84.08,50.28,45.62,cuboid,37.33,widget6
464,197,763,Italy,1748,51.39,41.62,-14.52,other,55.44,widget3
204,166,573,Germany,864,50.81,75.33,-117.98,cuboid,34.63,widget5
402,116,603,Germany,372,74.98,92.16,79.59,cuboid,45.67,widget6
416,130,551,Italy,524,70.72,58.32,139.52,cuboid,47.53,widget6
283,145,487,,901,89.71,33.92,30.44,oblong,31.48,widget2
305,158,517,Italy,829,54.28,85.11,-172.22,cylinder,33.09,widget5
429,192,426,Belgium,709,35.72,43.01,59.18,cylinder,19.89,widget8
242,186,677,Japan,1012,40.16,40.28,-123.64,other,17.86,widget5
543,181,486,Belgium,660,24.91,34.63,58.53,cuboid,23.43,widget8
642,159,642,Japan,676,38.06,65.78,54.25,cuboid,44.32,widget4
520,76,563,Japan,1022,63.03,80.28,117.34,cuboid,59.1,widget6
453,166,424,Japan,695,31.52,22.93,-28.22,other,37.61,widget8
518,155,482,Italy,686,43.06,21.58,30.53,cylinder,17.56,widget8
591,188,603,Belgium,1762,47.1,41.97,-7.8,cylinder,40.16,widget3
546,106,581,India,791,33.63,40.45,-43.62,oblong,40.01,widget4
561,162,539,Belgium,381,26.45,49.15,-31.99,oblong,21.23,widget7
582,163,517,Belgium,597,42.81,52.66,-25.38,cylinder,21.21,widget8
354,198,523,South Korea,610,77.06,68.42,52.17,spherical,12.86,widget2
517,197,416,,516,28.61,28.88,39.27,cylinder,28.33,widget8
505,141,559,Germany,1009,32.01,48.53,45.09,other,19.53,widget8
436,119,574,Germany,1058,66.62,77.14,-66.11,cylinder,45.61,widget3
472,92,474,Japan,727,60.54,67.29,60.04,spherical,57.59,widget1
431,158,494,Japan,1165,84.05,40.1,86.71,oblong,42.59,widget2
625,174,490,South Korea,1353,38.37,59.27,60.1,oblong,37.29,widget4
567,132,365,Japan,381,23.76,33.99,69.13,cylinder,15.99,widget8
222,159,354,,753,49.94,49.05,-125.21,cuboid,30.78,widget5
730,139,580,Japan,512,40.39,73.28,34.66,oblong,33.52,widget4
489,133,329,,723,37.82,57.07,49.67,cylinder,34.01,widget8
396,169,466,Japan,872,59.67,31.17,55.92,oblong,30.81,widget2
608,156,459,Belgium,609,40.11,61.03,51.99,oblong,38.84,widget1
505,133,669,Germany,297,83.64,81.82,97.51,cylinder,46,widget6
474,105,638,Belgium,683,72.33,67.5,18.98,cuboid,51.7,widget6
534,171,599,France,1379,59.08,35.47,-16.66,cylinder,33.67,widget3
414,216,305,Italy,358,42.19,82.09,-86.44,oblong,30.87,widget7
426,167,426,China,996,60.13,35.13,-31.76,oblong,15.77,widget2
189,194,536,Belgium,990,54.18,57.22,23.62,cylinder,30.42,widget5
498,180,423,Japan,636,37.09,42.07,-42.69,cuboid,22.18,widget7
524,129,591,Italy,1339,53.95,56.11,-95.7,cylinder,43.38,widget3
234,149,423,France,905,45.82,63.89,26.06,cylinder,28.27,widget5
567,152,450,Belgium,735,58.51,68.98,41.24,oblong,48.05,widget1
108,162,455,Italy,1559,42.61,50.87,-4.71,cuboid,29.9,widget5
542,112,362,Belgium,632,55.44,44.83,101.39,oblong,33.74,widget1
514,134,518,Germany,684,44.88,36.44,14.17,spherical,33.6,widget1
259,148,561,,907,36.85,72.09,-79.37,cuboid,28.97,widget5
468,178,505,China,769,41.43,22.45,127.59,oblong,33.21,widget4
600,111,610,France,933,77.23,54.47,20.8,cylinder,56.48,widget3
636,100,543,China,622,40.84,68.22,-53.5,spherical,29.17,widget4
450,158,751,Italy,1454,46.85,53.5,-101.52,cylinder,41.71,widget3
327,126,477,Japan,439,70.61,44.12,46.45,oblong,32.1,widget2
410,167,417,China,876,78.78,50.6,97.99,oblong,33.85,widget2
379,237,404,China,789,93.13,50.04,88.66,oblong,14.01,widget2
564,126,579,China,805,31.16,52.53,-29.25,spherical,18.68,widget4
409,178,516,China,722,27.87,42.38,-42.87,oblong,23.75,widget7
282,178,414,Italy,601,42.09,78.34,-180.19,cuboid,20.59,widget5
372,182,498,Japan,667,23.16,40.21,-10.61,other,20.06,widget8
364,169,397,South Korea,862,81.65,79.01,125.7,oblong,36.73,widget2
465,178,479,China,516,80.62,70.49,64.61,oblong,28.92,widget2
590,141,700,Japan,594,56.81,28.89,40.15,oblong,29.75,widget4
534,156,545,China,467,37.78,78.93,-79.87,oblong,30.73,widget7
270,129,575,Belgium,577,51.81,51.43,-106.47,cylinder,26.71,widget5
611,230,419,Italy,641,28.24,67.9,-102.74,oblong,26.35,widget7
552,140,513,,988,29.44,38.48,101.82,cylinder,20.22,widget8
449,169,469,Italy,1095,32.69,69.98,-43.09,oblong,20.29,widget7
642,139,585,South Korea,1066,24.14,57.51,-1.08,spherical,22.9,widget4
315,216,505,Japan,1232,82.63,45.45,8.24,oblong,32.4,widget2
455,114,621,France,1418,61.21,65.68,-76.15,cylinder,44.91,widget3
283,185,551,Italy,662,58.29,72.75,-85.45,cuboid,23,widget5
360,134,464,China,565,70.21,60.7,115.85,oblong,33.4,widget2
522,120,687,Belgium,657,77.3,59.6,49.95,cuboid,52.05,widget6
188,184,499,Germany,748,43.41,64.33,-144.6,cuboid,24.5,widget5
556,130,391,Belgium,921,30.83,36.65,15.53,spherical,47.97,widget1
538,239,360,Belgium,156,33.83,91.53,-1.95,oblong,21.64,widget7
513,83,423,Germany,1078,43.28,59.36,55.95,oblong,33.61,widget1
294,173,570,,938,56.13,72.4,-171.01,cuboid,30.36,widget5
648,157,622,India,646,25.95,59.69,142.84,oblong,38.53,widget4
352,102,653,Germany,757,80.93,76.88,5.43,cuboid,46.62,widget6
451,134,360,Belgium,1002,54.3,63.41,4.16,spherical,37.03,widget1
379,204,470,China,971,18.73,56.99,-53.64,cuboid,21.38,widget7
567,171,615,China,904,32.72,15.83,-7.76,oblong,41.71,widget4
525,115,734,Germany,1093,40.94,37.26,-76.57,cylinder,52.98,widget3
380,115,688,Germany,369,72.71,71.81,54.58,cylinder,48.85,widget6
505,155,666,United States,1314,47.3,46.66,-73.84,cylinder,46.58,widget3
602,140,514,Italy,1021,50.91,46.53,-22.21,oblong,36.56,widget1
698,159,619,Belgium,914,29.85,29.58,68.41,oblong,35.57,widget4
455,168,483,South Korea,599,74.33,66.9,98.96,oblong,32.12,widget2
507,128,715,Russia,680,28.97,61.49,77.19,oblong,36.43,widget4
502,142,533,Italy,988,51.33,52.32,51.58,oblong,54.95,widget1
484,92,773,Italy,1457,55.21,55.86,32.07,cuboid,43.32,widget3
521,160,481,Germany,1113,42.46,40.18,70.68,cuboid,57.56,widget1
372,154,326,Belgium,915,77.07,53.31,50.11,spherical,34.21,widget2
549,144,647,United States,1392,36.06,62.39,-98.4,other,50.53,widget3
488,154,509,France,415,62.72,60.75,18.92,oblong,38.77,widget1
565,180,311,Japan,957,31.32,74.77,-105.39,oblong,28.9,widget7
433,212,392,China,1102,59.61,72.14,60.83,oblong,22.93,widget2
509,159,442,Germany,634,45.76,75.51,-0.76,oblong,51.17,widget1
522,134,378,Japan,1068,23.66,73.09,84.94,cuboid,58.61,widget1
304,139,527,Italy,1205,45.71,46.57,-8.91,cuboid,36.87,widget5
467,116,586,Japan,647,52.81,80.7,65.38,cuboid,62.49,widget6
610,156,588,Japan,878,48.86,51.88,103.22,oblong,32.94,widget4
443,154,455,India,773,77.73,68.92,55.46,cuboid,26.77,widget2
494,120,610,Belgium,1510,70.62,53.46,-14.33,cylinder,44.03,widget3
519,190,427,,695,54.79,85.19,-16.7,oblong,24.15,widget7
587,143,494,China,1272,42.72,49.32,49.92,spherical,31.04,widget4
531,165,296,France,804,44.16,41.72,-63.4,oblong,50.53,widget1
527,179,275,Germany,829,37.12,49.4,-110.26,oblong,30.85,widget7
343,131,659,Belgium,1440,48.95,78.64,-74.08,cuboid,24.42,widget5
574,135,655,China,771,22.27,39.9,76.3,oblong,25.87,widget4
564,120,498,Italy,466,78.31,65.77,28.09,cuboid,50.88,widget6
599,163,639,Germany,1184,53.88,42.37,32.89,other,49.45,widget3
486,142,657,France,693,74.97,71.78,17.02,cuboid,40.85,widget6
580,216,379,South Korea,817,53.26,53.61,-1.72,oblong,35.2,widget7
590,227,493,China,947,24.11,60.77,-97.54,oblong,36.62,widget7
514,213,457,Italy,988,24.82,86.66,-51.04,oblong,33.99,widget7
694,235,366,,940,33.77,52.74,17.5,oblong,19.83,widget7
608,118,537,Belgium,1272,37.87,61.82,43.13,oblong,36.96,widget4
297,190,507,Japan,1175,38.89,75.2,-51.77,cuboid,17.95,widget5
353,178,458,China,509,83.91,47.02,136.5,oblong,35.34,widget2
513,132,468,Italy,647,59.85,76.55,30.32,oblong,38.98,widget1
320,200,312,Russia,853,77.59,39.24,-28.72,oblong,29.9,widget2
571,190,628,France,1205,70.58,44.52,41.49,cylinder,46.59,widget3
401,146,661,Italy,1094,67.48,52.14,3.21,cuboid,41.35,widget6
360,136,717,Germany,939,83.77,46.64,68.8,cuboid,48.59,widget6
511,148,595,China,801,39.13,64.98,43.14,oblong,34.47,widget4
437,154,562,Italy,376,63.94,47.02,115.49,cuboid,50.37,widget6
478,128,681,Germany,1285,63.83,54.57,-26.11,cylinder,55.45,widget3
352,174,560,Japan,738,53.04,67.3,-124.61,cylinder,26.34,widget5
458,163,278,Japan,664,54.53,66.69,-28.71,oblong,32.81,widget7
522,195,422,Belgium,249,41.64,68.93,-33.82,oblong,23.11,widget7
190,147,567,Germany,829,44.09,76.61,-87.25,cylinder,24.68,widget5
476,166,310,Italy,541,20.85,87.36,-130.99,oblong,24.97,widget7
535,127,529,Germany,1063,63.91,69.48,77.62,oblong,37.44,widget1
354,168,550,Belgium,1173,72.01,67.35,-87.97,cylinder,25.75,widget5
489,79,561,Germany,601,67.8,80.68,101.4,cuboid,39.47,widget6
738,146,496,Italy,1174,29.81,51.44,72.3,oblong,22.72,widget4
248,167,594,Italy,1305,57.82,53.3,-109.49,other,24.56,widget5
510,126,376,Germany,875,54.02,62.92,10.06,oblong,39.14,widget1
550,145,672,France,1233,51.35,62.22,-40.28,cylinder,44.34,widget3
360,178,446,South Korea,1294,87.9,40.83,146.46,oblong,39.07,widget2
354,120,595,Germany,884,74.98,63,65.15,oblong,44.2,widget6
450,207,403,Italy,810,35.47,65.07,-32.79,oblong,29.81,widget7
637,115,635,Belgium,894,26.65,51.21,58.74,oblong,27.68,widget4
609,166,671,South Korea,659,42.46,43.49,6.76,oblong,33.71,widget4
427,115,575,France,901,72.48,56.57,45.21,cuboid,51.25,widget6
618,167,473,Japan,695,20.8,46.95,40.09,oblong,38.29,widget4
416,136,723,Italy,1646,55.82,38.9,11.82,cylinder,53.78,widget3
659,128,426,China,1054,51.17,65.45,-28.12,oblong,36.68,widget1
487,140,469,United Kingdom,907,31.02,61.17,41.7,oblong,40.98,widget1
548,137,565,China,1088,41.03,47.11,3.23,spherical,33.97,widget4
491,158,434,Belgium,1121,48.35,48.48,18.69,oblong,54.68,widget1
483,124,576,,1543,50.12,37.68,-71.6,cylinder,42.53,widget3
199,150,586,Belgium,1190,39.32,60.8,-105.13,cuboid,17.6,widget5
296,194,352,China,1074,69.11,40.88,85.1,oblong,17.04,widget2
560,151,607,South Korea,624,43.63,72.41,13.69,oblong,27.33,widget4
485,82,615,Italy,771,67.4,84.17,25.05,cylinder,38.46,widget6
383,224,516,China,694,72.23,38.33,97.88,oblong,21.06,widget2
179,192,545,Japan,1295,48.26,46.58,-80.42,cylinder,15.75,widget5
407,200,444,India,399,70.59,44.17,43.65,spherical,25.49,widget2
378,195,505,Belgium,831,65.23,67.32,62.75,oblong,27.63,widget2
296,160,584,Italy,1441,40.71,80.6,-76.47,cuboid,34,widget5
634,147,828,Italy,980,51.59,31.95,-8.63,spherical,22.53,widget4
654,91,489,Italy,1094,64.3,70.57,2.02,oblong,53.71,widget1
564,148,460,Germany,934,26.53,36.64,70.65,cuboid,23.89,widget8
335,178,552,Russia,736,95.01,74.28,108.12,oblong,12.47,widget2
427,96,538,Germany,836,85.16,36.67,53.88,cuboid,52.7,widget6
525,105,708,Italy,918,83.97,68.64,112.6,cuboid,62.33,widget6
271,129,527,,548,58.31,32.64,-56.68,cylinder,16.54,widget5
336,179,478,China,754,92.27,58.5,16.53,spherical,14.08,widget2
514,185,759,France,1360,68.27,62.35,-71.33,cylinder,42.43,widget3
334,151,584,,759,47.56,52.88,-134.87,cuboid,26.74,widget5
424,195,464,Japan,1028,79.55,28.4,50.04,oblong,34.17,widget2
322,183,548,Japan,916,42.15,79.51,-73.16,cylinder,27.07,widget5
443,163,362,Japan,610,33.07,64.11,114.15,cylinder,23.74,widget8
528,163,445,Germany,1197,66.82,59.74,-2.84,spherical,43.76,widget1
425,159,429,Belgium,914,18.35,57.97,89.53,cylinder,19.58,widget8
420,207,523,India,833,94.31,56.64,73.09,oblong,31.81,widget2
484,141,493,United States,385,80.55,68.56,4.98,cuboid,51.59,widget6
261,140,422,Germany,1406,51.86,60.98,-51.29,cylinder,17.52,widget5
474,162,419,Italy,404,33.86,67.53,-85.8,oblong,31.32,widget7
661,199,443,Italy,719,36.64,87.79,-49.21,oblong,19.32,widget7
668,126,557,Japan,319,46.66,76.91,-3.1,oblong,42.97,widget1
325,180,481,China,947,73.72,51.61,119.47,spherical,22.13,widget2
570,133,613,Italy,950,41.68,68.17,61.84,oblong,24.79,widget4
491,149,481,Belgium,1080,54.2,66.06,-31.6,spherical,59.47,widget1
380,168,462,South Korea,1051,75.11,53.89,136.59,oblong,25.93,widget2
444,153,659,Germany,1157,54.83,23.09,-43.58,cylinder,56.7,widget3
347,87,490,United States,1117,71.16,79.78,23.69,oblong,35.82,widget6
354,169,411,Italy,1055,46.15,82.29,-23.84,cylinder,37.57,widget5
489,187,383,China,669,39.02,49.41,-120.66,oblong,24.4,widget7
533,128,369,Germany,1050,60.4,58.69,126.38,oblong,53.46,widget1
437,197,495,Germany,355,37.35,25.66,79.75,cylinder,16.34,widget8
477,190,706,Japan,1283,42,38.23,-75.79,cylinder,45.34,widget3
450,82,747,France,663,67.93,67.25,47.99,cylinder,44.91,widget6
297,223,570,Italy,1113,60.12,63.89,-81.39,cuboid,24.2,widget5
586,214,637,Russia,1191,32.23,44.7,93.79,oblong,45.54,widget4
427,156,541,Japan,799,94.99,38.93,41.23,oblong,35.31,widget2
282,189,509,Germany,655,49.44,51.42,-82.77,cylinder,20.96,widget5
624,169,570,,1138,28.49,66.56,123.25,cuboid,33.58,widget4
462,121,600,Italy,792,91.24,64.37,200,oblong,50.16,widget6
275,199,423,Japan,1167,74.96,71,-127.03,other,28.47,widget5
240,157,545,France,807,44.25,49.64,-91.05,cuboid,27.31,widget5
496,121,581,Belgium,424,20.2,50.81,71.56,cylinder,25.5,widget8
539,165,496,Italy,286,38.49,88.83,-138.5,oblong,35.49,widget7
535,136,639,Germany,1159,64.24,50.94,16.22,cylinder,55.08,widget3
417,205,393,Japan,922,23.33,88.3,-83.76,oblong,22.04,widget7
660,154,661,India,713,29.24,46.16,145.95,cuboid,42.22,widget4
525,68,564,Italy,698,94.42,76.68,27.17,cuboid,49.46,widget6
503,167,536,,497,58.82,65.77,59.18,oblong,27.35,widget2
424,146,607,Germany,1414,78.36,58.51,7.2,cylinder,54.16,widget3
